Model,DPO2014B
Firmware Version,1.52

Point Format,Y,
4.06544e-02,-0.0168,-0.0192
4.06560e-02,-0.0176,-0.0152
4.06576e-02,-0.0176,-0.0192
4.06592e-02,-0.0176,-0.016
4.06608e-02,-0.0168,-0.0192
4.06624e-02,-0.0168,-0.0152
4.06640e-02,-0.0168,-0.0192
4.06656e-02,-0.0168,-0.0152
4.06672e-02,-0.0176,-0.0192
4.06688e-02,-0.0168,-0.016
4.06704e-02,-0.0168,-0.0192
4.06720e-02,-0.0168,-0.0152
4.06736e-02,-0.0168,-0.0184
4.06752e-02,-0.0168,-0.016
4.06768e-02,-0.0168,-0.0184
4.06784e-02,-0.0168,-0.0152
4.06800e-02,-0.0168,-0.0192
4.06816e-02,-0.0176,-0.0152
4.06832e-02,-0.016,-0.0192
4.06848e-02,-0.0176,-0.016
4.06864e-02,-0.0168,-0.0184
4.06880e-02,-0.0176,-0.016
4.06896e-02,-0.0168,-0.0192
4.06912e-02,-0.0176,-0.016
4.06928e-02,-0.0176,-0.0192
4.06944e-02,-0.0168,-0.016
4.06960e-02,-0.0168,-0.0192
4.06976e-02,-0.0168,-0.016
4.06992e-02,-0.0176,-0.0184
4.07008e-02,-0.0176,-0.0152
4.07024e-02,-0.0176,-0.0192
4.07040e-02,-0.0168,-0.016
4.07056e-02,-0.0168,-0.0192
4.07072e-02,-0.0168,-0.0152
4.07088e-02,-0.0168,-0.0184
4.07104e-02,-0.0168,-0.0152
4.07120e-02,-0.0168,-0.0192
4.07136e-02,-0.0168,-0.0152
4.07152e-02,-0.0168,-0.0192
4.07168e-02,-0.0168,-0.016
4.07184e-02,-0.0168,-0.0192
4.07200e-02,-0.0176,-0.0152
4.07216e-02,-0.0168,-0.0184
4.07232e-02,-0.016,-0.0152
4.07248e-02,-0.0168,-0.0184
4.07264e-02,-0.0176,-0.0152
4.07280e-02,-0.0176,-0.0184
4.07296e-02,-0.0168,-0.0152
4.07312e-02,-0.0168,-0.0192
4.07328e-02,-0.0168,-0.016
4.07344e-02,-0.0168,-0.0192
4.07360e-02,-0.0176,-0.016
4.07376e-02,-0.016,-0.0192
4.07392e-02,-0.0176,-0.016
4.07408e-02,-0.0168,-0.0192
4.07424e-02,-0.0168,-0.016
4.07440e-02,-0.0168,-0.0184
4.07456e-02,-0.016,-0.016
4.07472e-02,-0.0168,-0.0192
4.07488e-02,-0.0168,-0.0152
4.07504e-02,-0.0168,-0.0192
4.07520e-02,-0.0176,-0.016
4.07536e-02,-0.016,-0.0192
4.07552e-02,-0.0176,-0.0152
4.07568e-02,-0.016,-0.0192
4.07584e-02,-0.0168,-0.016
4.07600e-02,-0.0168,-0.0192
4.07616e-02,-0.016,-0.0152
4.07632e-02,-0.0168,-0.0184
4.07648e-02,-0.0168,-0.0152
4.07664e-02,-0.0168,-0.0184
4.07680e-02,-0.0176,-0.0152
4.07696e-02,-0.0168,-0.0184
4.07712e-02,-0.0168,-0.0152
4.07728e-02,-0.0176,-0.0192
4.07744e-02,-0.0168,-0.0152
4.07760e-02,-0.016,-0.0192
4.07776e-02,-0.0176,-0.016
4.07792e-02,-0.0168,-0.0184
4.07808e-02,-0.0176,-0.016
4.07824e-02,-0.0176,-0.0192
4.07840e-02,-0.0168,-0.016
4.07856e-02,-0.0176,-0.0192
4.07872e-02,-0.0168,-0.016
4.07888e-02,-0.0168,-0.0184
4.07904e-02,-0.0168,-0.016
4.07920e-02,-0.0168,-0.0192
4.07936e-02,-0.0176,-0.0152
4.07952e-02,-0.0168,-0.0192
4.07968e-02,-0.0168,-0.0152
4.07984e-02,-0.0168,-0.0192
4.08000e-02,-0.0168,-0.016
4.08016e-02,-0.0176,-0.0192
4.08032e-02,-0.0168,-0.0152
4.08048e-02,-0.0176,-0.0184
4.08064e-02,-0.0168,-0.0152
4.08080e-02,-0.0168,-0.0184
4.08096e-02,-0.0176,-0.0152
4.08112e-02,-0.0168,-0.0192
4.08128e-02,-0.0168,-0.0152
4.08144e-02,-0.0168,-0.0192
4.08160e-02,-0.0168,-0.016
4.08176e-02,-0.0168,-0.0192
4.08192e-02,-0.0168,-0.0152
4.08208e-02,-0.0168,-0.0184
4.08224e-02,-0.0168,-0.016
4.08240e-02,-0.0176,-0.0184
4.08256e-02,-0.0176,-0.0152
4.08272e-02,-0.0176,-0.0192
4.08288e-02,-0.0176,-0.016
4.08304e-02,-0.0176,-0.0192
4.08320e-02,-0.0176,-0.0152
4.08336e-02,-0.0168,-0.0192
4.08352e-02,-0.016,-0.016
4.08368e-02,-0.0168,-0.0184
4.08384e-02,-0.0168,-0.0152
4.08400e-02,-0.0168,-0.0184
4.08416e-02,-0.016,-0.0152
4.08432e-02,-0.0176,-0.0192
4.08448e-02,-0.0176,-0.0152
4.08464e-02,-0.0168,-0.0192
4.08480e-02,-0.016,-0.0152
4.08496e-02,-0.0176,-0.0192
4.08512e-02,-0.0168,-0.0152
4.08528e-02,-0.0168,-0.0192
4.08544e-02,-0.0168,-0.0152
4.08560e-02,-0.0168,-0.0192
4.08576e-02,-0.0168,-0.0152
4.08592e-02,-0.0168,-0.0192
4.08608e-02,-0.0176,-0.0152
4.08624e-02,-0.016,-0.0192
4.08640e-02,-0.0176,-0.0152
4.08656e-02,-0.0168,-0.0184
4.08672e-02,-0.0176,-0.0152
4.08688e-02,-0.0176,-0.0192
4.08704e-02,-0.0168,-0.0152
4.08720e-02,-0.016,-0.0184
4.08736e-02,-0.0168,-0.016
4.08752e-02,-0.0168,-0.0192
4.08768e-02,-0.0168,-0.0152
4.08784e-02,-0.0168,-0.0192
4.08800e-02,-0.0168,-0.0152
4.08816e-02,-0.016,-0.0192
4.08832e-02,-0.0168,-0.0152
4.08848e-02,-0.0168,-0.0192
4.08864e-02,-0.0168,-0.0152
4.08880e-02,-0.0176,-0.0192
4.08896e-02,-0.0184,-0.0152
4.08912e-02,-0.0168,-0.0184
4.08928e-02,-0.0168,-0.0152
4.08944e-02,-0.0168,-0.0192
4.08960e-02,-0.016,-0.016
4.08976e-02,-0.0168,-0.0184
4.08992e-02,-0.0168,-0.0152
4.09008e-02,-0.0168,-0.0184
4.09024e-02,-0.016,-0.0152
4.09040e-02,-0.0168,-0.0184
4.09056e-02,-0.0168,-0.0152
4.09072e-02,-0.0168,-0.0192
4.09088e-02,-0.0168,-0.016
4.09104e-02,-0.0168,-0.0184
4.09120e-02,-0.0176,-0.0152
4.09136e-02,-0.0168,-0.0184
4.09152e-02,-0.0176,-0.0152
4.09168e-02,-0.0168,-0.0192
4.09184e-02,-0.0168,-0.016
4.09200e-02,-0.016,-0.0184
4.09216e-02,-0.0168,-0.0152
4.09232e-02,-0.016,-0.0192
4.09248e-02,-0.0168,-0.0152
4.09264e-02,-0.0168,-0.0184
4.09280e-02,-0.0168,-0.0152
4.09296e-02,-0.0168,-0.0192
4.09312e-02,-0.0168,-0.0152
4.09328e-02,-0.0176,-0.0192
4.09344e-02,-0.016,-0.0152
4.09360e-02,-0.0168,-0.0184
4.09376e-02,-0.0168,-0.0152
4.09392e-02,-0.0168,-0.0184
4.09408e-02,-0.0168,-0.0152
4.09424e-02,-0.0176,-0.0184
4.09440e-02,-0.0168,-0.0152
4.09456e-02,-0.0168,-0.0192
4.09472e-02,-0.0176,-0.0152
4.09488e-02,-0.0176,-0.0184
4.09504e-02,-0.016,-0.0152
4.09520e-02,-0.0168,-0.0184
4.09536e-02,-0.0176,-0.0152
4.09552e-02,-0.0176,-0.0184
4.09568e-02,-0.0168,-0.0152
4.09584e-02,-0.0168,-0.0184
4.09600e-02,-0.0168,-0.0152
4.09616e-02,-0.0168,-0.0192
4.09632e-02,-0.0176,-0.0152
4.09648e-02,-0.0176,-0.0192
4.09664e-02,-0.0168,-0.0152
4.09680e-02,-0.0168,-0.0184
4.09696e-02,-0.0176,-0.0152
4.09712e-02,-0.0168,-0.0184
4.09728e-02,-0.0168,-0.0152
4.09744e-02,-0.0176,-0.0184
4.09760e-02,-0.0168,-0.0152
4.09776e-02,-0.016,-0.0184
4.09792e-02,-0.0168,-0.0152
4.09808e-02,-0.016,-0.0192
4.09824e-02,-0.0168,-0.0152
4.09840e-02,-0.0168,-0.0192
4.09856e-02,-0.0168,-0.016
4.09872e-02,-0.016,-0.0184
4.09888e-02,-0.016,-0.0152
4.09904e-02,-0.0168,-0.0184
4.09920e-02,-0.0168,-0.0152
4.09936e-02,-0.0168,-0.0192
4.09952e-02,-0.0168,-0.0152
4.09968e-02,-0.0176,-0.0184
4.09984e-02,-0.016,-0.016
4.10000e-02,-0.0168,-0.0192
4.10016e-02,-0.0168,-0.0152
4.10032e-02,-0.0168,-0.0184
4.10048e-02,-0.0168,-0.0152
4.10064e-02,-0.0168,-0.0184
4.10080e-02,-0.0176,-0.016
4.10096e-02,-0.016,-0.0192
4.10112e-02,-0.016,-0.016
4.10128e-02,-0.0168,-0.0184
4.10144e-02,-0.0168,-0.0152
4.10160e-02,-0.0168,-0.0184
4.10176e-02,-0.016,-0.0152
4.10192e-02,-0.0176,-0.0192
4.10208e-02,-0.0168,-0.0152
4.10224e-02,-0.0168,-0.0184
4.10240e-02,-0.0176,-0.0152
4.10256e-02,-0.0168,-0.0184
4.10272e-02,-0.0168,-0.0152
4.10288e-02,-0.0168,-0.0184
4.10304e-02,-0.016,-0.0152
4.10320e-02,-0.0168,-0.0184
4.10336e-02,-0.0168,-0.016
4.10352e-02,-0.0168,-0.0184
4.10368e-02,-0.016,-0.0152
4.10384e-02,-0.0168,-0.0192
4.10400e-02,-0.0168,-0.0152
4.10416e-02,-0.0168,-0.0184
4.10432e-02,-0.0176,-0.0152
4.10448e-02,-0.0168,-0.0184
4.10464e-02,-0.0168,-0.0152
4.10480e-02,-0.0168,-0.0184
4.10496e-02,-0.016,-0.0152
4.10512e-02,-0.016,-0.0184
4.10528e-02,-0.016,-0.0152
4.10544e-02,-0.0168,-0.0184
4.10560e-02,-0.0168,-0.0152
4.10576e-02,-0.0168,-0.0184
4.10592e-02,-0.0168,-0.0152
4.10608e-02,-0.0168,-0.0192
4.10624e-02,-0.0176,-0.0152
4.10640e-02,-0.0168,-0.0184
4.10656e-02,-0.0176,-0.016
4.10672e-02,-0.016,-0.0184
4.10688e-02,-0.0176,-0.0152
4.10704e-02,-0.0168,-0.0192
4.10720e-02,-0.0168,-0.0152
4.10736e-02,-0.0168,-0.0192
4.10752e-02,-0.0176,-0.0152
4.10768e-02,-0.0176,-0.0184
4.10784e-02,-0.0168,-0.0152
4.10800e-02,-0.0168,-0.0184
4.10816e-02,-0.0176,-0.0152
4.10832e-02,-0.0168,-0.0184
4.10848e-02,-0.0168,-0.0152
4.10864e-02,-0.0168,-0.0184
4.10880e-02,-0.016,-0.0152
4.10896e-02,-0.0168,-0.0192
4.10912e-02,-0.016,-0.0152
4.10928e-02,-0.0168,-0.0184
4.10944e-02,-0.016,-0.0152
4.10960e-02,-0.016,-0.0184
4.10976e-02,-0.0168,-0.0152
4.10992e-02,-0.0168,-0.0184
4.11008e-02,-0.0168,-0.0152
4.11024e-02,-0.0168,-0.0184
4.11040e-02,-0.0168,-0.0152
4.11056e-02,-0.0168,-0.0192
4.11072e-02,-0.016,-0.0152
4.11088e-02,-0.0168,-0.0184
4.11104e-02,-0.0168,-0.0152
4.11120e-02,-0.0168,-0.0184
4.11136e-02,-0.0168,-0.0152
4.11152e-02,-0.0168,-0.0184
4.11168e-02,-0.0168,-0.0152
4.11184e-02,-0.0176,-0.0184
4.11200e-02,-0.0176,-0.0152
4.11216e-02,-0.016,-0.0192
4.11232e-02,-0.0176,-0.016
4.11248e-02,-0.0168,-0.0184
4.11264e-02,-0.0168,-0.0152
4.11280e-02,-0.0168,-0.0184
4.11296e-02,-0.0168,-0.016
4.11312e-02,-0.0168,-0.0192
4.11328e-02,-0.0168,-0.0152
4.11344e-02,-0.0168,-0.0192
4.11360e-02,-0.0168,-0.0152
4.11376e-02,-0.0168,-0.0184
4.11392e-02,-0.0168,-0.0152
4.11408e-02,-0.0168,-0.0192
4.11424e-02,-0.0176,-0.0152
4.11440e-02,-0.0176,-0.0184
4.11456e-02,-0.0168,-0.0152
4.11472e-02,-0.0168,-0.0184
4.11488e-02,-0.0168,-0.0152
4.11504e-02,-0.0168,-0.0192
4.11520e-02,-0.0168,-0.0152
4.11536e-02,-0.0176,-0.0192
4.11552e-02,-0.016,-0.0152
4.11568e-02,-0.0168,-0.0184
4.11584e-02,-0.0168,-0.0152
4.11600e-02,-0.016,-0.0184
4.11616e-02,-0.0168,-0.0152
4.11632e-02,-0.0168,-0.0184
4.11648e-02,-0.0168,-0.0152
4.11664e-02,-0.016,-0.0184
4.11680e-02,-0.0168,-0.0152
4.11696e-02,-0.0168,-0.0192
4.11712e-02,-0.0168,-0.0152
4.11728e-02,-0.0168,-0.0192
4.11744e-02,-0.0168,-0.0152
4.11760e-02,-0.0168,-0.0184
4.11776e-02,-0.0176,-0.0152
4.11792e-02,-0.0168,-0.0192
4.11808e-02,-0.0168,-0.0152
4.11824e-02,-0.0176,-0.0184
4.11840e-02,-0.0168,-0.0152
4.11856e-02,-0.0168,-0.0192
4.11872e-02,-0.0176,-0.0152
4.11888e-02,-0.0168,-0.0184
4.11904e-02,-0.016,-0.0152
4.11920e-02,-0.0168,-0.0184
4.11936e-02,-0.0168,-0.0152
4.11952e-02,-0.0168,-0.0192
4.11968e-02,-0.0168,-0.016
4.11984e-02,-0.0168,-0.0184
4.12000e-02,-0.016,-0.0152
4.12016e-02,-0.0176,-0.0184
4.12032e-02,-0.0168,-0.0152
4.12048e-02,-0.016,-0.0184
4.12064e-02,-0.0176,-0.0144
4.12080e-02,-0.0168,-0.0184
4.12096e-02,-0.0168,-0.0152
4.12112e-02,-0.0176,-0.0184
4.12128e-02,-0.0176,-0.0152
4.12144e-02,-0.0168,-0.0184
4.12160e-02,-0.0168,-0.0152
4.12176e-02,-0.0168,-0.0184
4.12192e-02,-0.016,-0.016
4.12208e-02,-0.0168,-0.0192
4.12224e-02,-0.016,-0.0152
4.12240e-02,-0.0168,-0.0192
4.12256e-02,-0.0176,-0.0152
4.12272e-02,-0.0168,-0.0184
4.12288e-02,-0.0168,-0.0152
4.12304e-02,-0.0168,-0.0184
4.12320e-02,-0.0168,-0.0152
4.12336e-02,-0.016,-0.0184
4.12352e-02,-0.0168,-0.0152
4.12368e-02,-0.0176,-0.0184
4.12384e-02,-0.0176,-0.0152
4.12400e-02,-0.0168,-0.0184
4.12416e-02,-0.0168,-0.0152
4.12432e-02,-0.0176,-0.0184
4.12448e-02,-0.0168,-0.0152
4.12464e-02,-0.0168,-0.0184
4.12480e-02,-0.0168,-0.0152
4.12496e-02,-0.0168,-0.0184
4.12512e-02,-0.0168,-0.0152
4.12528e-02,-0.016,-0.0184
4.12544e-02,-0.0168,-0.0152
4.12560e-02,-0.0168,-0.0184
4.12576e-02,-0.0168,-0.0152
4.12592e-02,-0.0168,-0.0184
4.12608e-02,-0.0168,-0.0152
4.12624e-02,-0.0168,-0.0184
4.12640e-02,-0.016,-0.0152
4.12656e-02,-0.016,-0.0184
4.12672e-02,-0.016,-0.0152
4.12688e-02,-0.0168,-0.0184
4.12704e-02,-0.0168,-0.0152
4.12720e-02,-0.0168,-0.0184
4.12736e-02,-0.016,-0.0152
4.12752e-02,-0.0168,-0.0184
4.12768e-02,-0.0168,-0.0152
4.12784e-02,-0.0168,-0.0184
4.12800e-02,-0.0168,-0.0152
4.12816e-02,-0.0168,-0.0184
4.12832e-02,-0.0168,-0.0152
4.12848e-02,-0.0176,-0.0184
4.12864e-02,-0.0168,-0.0152
4.12880e-02,-0.0168,-0.0184
4.12896e-02,-0.0168,-0.0152
4.12912e-02,-0.0168,-0.0184
4.12928e-02,-0.016,-0.0152
4.12944e-02,-0.0168,-0.0184
4.12960e-02,-0.016,-0.0152
4.12976e-02,-0.016,-0.0184
4.12992e-02,-0.0168,-0.0152
4.13008e-02,-0.0168,-0.0184
4.13024e-02,-0.016,-0.0152
4.13040e-02,-0.0168,-0.0184
4.13056e-02,-0.0168,-0.0152
4.13072e-02,-0.0152,-0.0184
4.13088e-02,-0.0176,-0.0152
4.13104e-02,-0.0168,-0.0184
4.13120e-02,-0.0176,-0.0152
4.13136e-02,-0.016,-0.0184
4.13152e-02,-0.0168,-0.0152
4.13168e-02,-0.0168,-0.0184
4.13184e-02,-0.0168,-0.0152
4.13200e-02,-0.016,-0.0184
4.13216e-02,-0.0176,-0.0152
4.13232e-02,-0.0168,-0.0184
4.13248e-02,-0.0168,-0.0152
4.13264e-02,-0.016,-0.0184
4.13280e-02,-0.016,-0.0152
4.13296e-02,-0.0168,-0.0184
4.13312e-02,-0.0168,-0.0152
4.13328e-02,-0.0168,-0.0184
4.13344e-02,-0.016,-0.0152
4.13360e-02,-0.0168,-0.0192
4.13376e-02,-0.016,-0.0152
4.13392e-02,-0.0168,-0.0184
4.13408e-02,-0.016,-0.0152
4.13424e-02,-0.0168,-0.0184
4.13440e-02,-0.0168,-0.0152
4.13456e-02,-0.0168,-0.0184
4.13472e-02,-0.016,-0.0152
4.13488e-02,-0.0168,-0.0184
4.13504e-02,-0.016,-0.0152
4.13520e-02,-0.016,-0.0184
4.13536e-02,-0.016,-0.0152
4.13552e-02,-0.0168,-0.0184
4.13568e-02,-0.0168,-0.0152
4.13584e-02,-0.0168,-0.0184
4.13600e-02,-0.016,-0.0152
4.13616e-02,-0.0168,-0.0184
4.13632e-02,-0.0168,-0.0152
4.13648e-02,-0.0168,-0.0184
4.13664e-02,-0.016,-0.0152
4.13680e-02,-0.016,-0.0184
4.13696e-02,-0.0168,-0.0152
4.13712e-02,-0.016,-0.0184
4.13728e-02,-0.0176,-0.0152
4.13744e-02,-0.0168,-0.0192
4.13760e-02,-0.0168,-0.0152
4.13776e-02,-0.0168,-0.0184
4.13792e-02,-0.0168,-0.0152
4.13808e-02,-0.0168,-0.0184
4.13824e-02,-0.0168,-0.0152
4.13840e-02,-0.0168,-0.0184
4.13856e-02,-0.0168,-0.0152
4.13872e-02,-0.0168,-0.0184
4.13888e-02,-0.016,-0.0152
4.13904e-02,-0.0168,-0.0184
4.13920e-02,-0.016,-0.0152
4.13936e-02,-0.0168,-0.0184
4.13952e-02,-0.0176,-0.0152
4.13968e-02,-0.0168,-0.0184
4.13984e-02,-0.0168,-0.0152
4.14000e-02,-0.0168,-0.0184
4.14016e-02,-0.0176,-0.0152
4.14032e-02,-0.0168,-0.0184
4.14048e-02,-0.0168,-0.0152
4.14064e-02,-0.0168,-0.0184
4.14080e-02,-0.0168,-0.0152
4.14096e-02,-0.016,-0.0184
4.14112e-02,-0.0168,-0.0152
4.14128e-02,-0.0168,-0.0184
4.14144e-02,-0.0168,-0.0152
4.14160e-02,-0.016,-0.0184
4.14176e-02,-0.0168,-0.0152
4.14192e-02,-0.016,-0.0184
4.14208e-02,-0.0168,-0.0152
4.14224e-02,-0.016,-0.0184
4.14240e-02,-0.0168,-0.0152
4.14256e-02,-0.0168,-0.0184
4.14272e-02,-0.0168,-0.0152
4.14288e-02,-0.016,-0.0184
4.14304e-02,-0.016,-0.0152
4.14320e-02,-0.0168,-0.0184
4.14336e-02,-0.016,-0.0152
4.14352e-02,-0.0168,-0.0184
4.14368e-02,-0.0176,-0.0152
4.14384e-02,-0.016,-0.0184
4.14400e-02,-0.0168,-0.0152
4.14416e-02,-0.0168,-0.0184
4.14432e-02,-0.016,-0.0152
4.14448e-02,-0.016,-0.0184
4.14464e-02,-0.0176,-0.0152
4.14480e-02,-0.0168,-0.0184
4.14496e-02,-0.016,-0.0144
4.14512e-02,-0.0168,-0.0184
4.14528e-02,-0.016,-0.0144
4.14544e-02,-0.0168,-0.0184
4.14560e-02,-0.0168,-0.0152
4.14576e-02,-0.016,-0.0184
4.14592e-02,-0.0168,-0.0152
4.14608e-02,-0.0168,-0.0184
4.14624e-02,-0.0168,-0.0152
4.14640e-02,-0.0176,-0.0184
4.14656e-02,-0.0176,-0.0152
4.14672e-02,-0.016,-0.0184
4.14688e-02,-0.0168,-0.0152
4.14704e-02,-0.0168,-0.0192
4.14720e-02,-0.016,-0.0152
4.14736e-02,-0.0168,-0.0184
4.14752e-02,-0.0168,-0.0152
4.14768e-02,-0.0168,-0.0184
4.14784e-02,-0.016,-0.0152
4.14800e-02,-0.016,-0.0184
4.14816e-02,-0.0168,-0.0152
4.14832e-02,-0.0168,-0.0184
4.14848e-02,-0.0168,-0.0152
4.14864e-02,-0.016,-0.0192
4.14880e-02,-0.016,-0.0152
4.14896e-02,-0.016,-0.0184
4.14912e-02,-0.016,-0.0152
4.14928e-02,-0.0168,-0.0184
4.14944e-02,-0.016,-0.0152
4.14960e-02,-0.016,-0.0184
4.14976e-02,-0.0176,-0.0152
4.14992e-02,-0.0168,-0.0184
4.15008e-02,-0.0168,-0.0152
4.15024e-02,-0.0168,-0.0184
4.15040e-02,-0.0168,-0.0152
4.15056e-02,-0.0168,-0.0184
4.15072e-02,-0.016,-0.0152
4.15088e-02,-0.0168,-0.0184
4.15104e-02,-0.016,-0.0152
4.15120e-02,-0.016,-0.0184
4.15136e-02,-0.0168,-0.0152
4.15152e-02,-0.016,-0.0184
4.15168e-02,-0.0168,-0.0152
4.15184e-02,-0.0168,-0.0184
4.15200e-02,-0.0168,-0.0152
4.15216e-02,-0.0168,-0.0184
4.15232e-02,-0.0152,-0.0152
4.15248e-02,-0.0168,-0.0184
4.15264e-02,-0.0168,-0.0152
4.15280e-02,-0.0168,-0.0184
4.15296e-02,-0.0168,-0.0152
4.15312e-02,-0.0176,-0.0184
4.15328e-02,-0.016,-0.0144
4.15344e-02,-0.016,-0.0184
4.15360e-02,-0.0168,-0.0152
4.15376e-02,-0.016,-0.0184
4.15392e-02,-0.0168,-0.0152
4.15408e-02,-0.016,-0.0184
4.15424e-02,-0.0152,-0.0152
4.15440e-02,-0.0168,-0.0184
4.15456e-02,-0.016,-0.0152
4.15472e-02,-0.0168,-0.0184
4.15488e-02,-0.0168,-0.0152
4.15504e-02,-0.0168,-0.0184
4.15520e-02,-0.016,-0.0152
4.15536e-02,-0.0168,-0.0184
4.15552e-02,-0.016,-0.0152
4.15568e-02,-0.0168,-0.0184
4.15584e-02,-0.0168,-0.0152
4.15600e-02,-0.0168,-0.0184
4.15616e-02,-0.0168,-0.0152
4.15632e-02,-0.016,-0.0184
4.15648e-02,-0.016,-0.0144
4.15664e-02,-0.0168,-0.0184
4.15680e-02,-0.016,-0.0152
4.15696e-02,-0.0168,-0.0184
4.15712e-02,-0.0168,-0.0152
4.15728e-02,-0.016,-0.0184
4.15744e-02,-0.0168,-0.0152
4.15760e-02,-0.0176,-0.0184
4.15776e-02,-0.0168,-0.0152
4.15792e-02,-0.0168,-0.0184
4.15808e-02,-0.0168,-0.0152
4.15824e-02,-0.0168,-0.0184
4.15840e-02,-0.0168,-0.0152
4.15856e-02,-0.016,-0.0184
4.15872e-02,-0.016,-0.0152
4.15888e-02,-0.0176,-0.0184
4.15904e-02,-0.016,-0.0152
4.15920e-02,-0.016,-0.0184
4.15936e-02,-0.0168,-0.0152
4.15952e-02,-0.0168,-0.0184
4.15968e-02,-0.0168,-0.0152
4.15984e-02,-0.016,-0.0184
4.16000e-02,-0.0168,-0.0152
4.16016e-02,-0.016,-0.0176
4.16032e-02,-0.0168,-0.0144
4.16048e-02,-0.0176,-0.0184
4.16064e-02,-0.0152,-0.0152
4.16080e-02,-0.0168,-0.0184
4.16096e-02,-0.016,-0.0152
4.16112e-02,-0.016,-0.0184
4.16128e-02,-0.0168,-0.0152
4.16144e-02,-0.0168,-0.0184
4.16160e-02,-0.0168,-0.0152
4.16176e-02,-0.0168,-0.0184
4.16192e-02,-0.016,-0.0152
4.16208e-02,-0.0168,-0.0184
4.16224e-02,-0.0168,-0.0152
4.16240e-02,-0.016,-0.0184
4.16256e-02,-0.0168,-0.0152
4.16272e-02,-0.0152,-0.0184
4.16288e-02,-0.0168,-0.0152
4.16304e-02,-0.0168,-0.0184
4.16320e-02,-0.016,-0.0152
4.16336e-02,-0.0168,-0.0184
4.16352e-02,-0.0168,-0.0152
4.16368e-02,-0.0168,-0.0184
4.16384e-02,-0.016,-0.0152
4.16400e-02,-0.0168,-0.0184
4.16416e-02,-0.016,-0.0152
4.16432e-02,-0.0168,-0.0184
4.16448e-02,-0.016,-0.0152
4.16464e-02,-0.0168,-0.0184
4.16480e-02,-0.016,-0.0144
4.16496e-02,-0.0168,-0.0184
4.16512e-02,-0.0168,-0.0152
4.16528e-02,-0.0168,-0.0184
4.16544e-02,-0.016,-0.0152
4.16560e-02,-0.016,-0.0184
4.16576e-02,-0.0168,-0.0152
4.16592e-02,-0.016,-0.0184
4.16608e-02,-0.0168,-0.0144
4.16624e-02,-0.0168,-0.0184
4.16640e-02,-0.0176,-0.0152
4.16656e-02,-0.0176,-0.0184
4.16672e-02,-0.0168,-0.0152
4.16688e-02,-0.016,-0.0176
4.16704e-02,-0.0168,-0.0152
4.16720e-02,-0.016,-0.0184
4.16736e-02,-0.0168,-0.0152
4.16752e-02,-0.016,-0.0184
4.16768e-02,-0.016,-0.0152
4.16784e-02,-0.016,-0.0184
4.16800e-02,-0.016,-0.0152
4.16816e-02,-0.0168,-0.0184
4.16832e-02,-0.0176,-0.0152
4.16848e-02,-0.0168,-0.0184
4.16864e-02,-0.0168,-0.0152
4.16880e-02,-0.0168,-0.0184
4.16896e-02,-0.016,-0.0152
4.16912e-02,-0.016,-0.0184
4.16928e-02,-0.016,-0.0152
4.16944e-02,-0.016,-0.0184
4.16960e-02,-0.016,-0.0152
4.16976e-02,-0.016,-0.0184
4.16992e-02,-0.0168,-0.0152
4.17008e-02,-0.0168,-0.0184
4.17024e-02,-0.0168,-0.0152
4.17040e-02,-0.016,-0.0184
4.17056e-02,-0.016,-0.0152
4.17072e-02,-0.016,-0.0184
4.17088e-02,-0.016,-0.0152
4.17104e-02,-0.0168,-0.0184
4.17120e-02,-0.016,-0.0152
4.17136e-02,-0.0168,-0.0184
4.17152e-02,-0.016,-0.0152
4.17168e-02,-0.0168,-0.0184
4.17184e-02,-0.016,-0.0152
4.17200e-02,-0.016,-0.0184
4.17216e-02,-0.0168,-0.0152
4.17232e-02,-0.0168,-0.0184
4.17248e-02,-0.0176,-0.0152
4.17264e-02,-0.016,-0.0184
4.17280e-02,-0.016,-0.0144
4.17296e-02,-0.016,-0.0184
4.17312e-02,-0.016,-0.0152
4.17328e-02,-0.0168,-0.0184
4.17344e-02,-0.0168,-0.0152
4.17360e-02,-0.0168,-0.0184
4.17376e-02,-0.0168,-0.0152
4.17392e-02,-0.0168,-0.0184
4.17408e-02,-0.0176,-0.0152
4.17424e-02,-0.016,-0.0184
4.17440e-02,-0.0168,-0.0152
4.17456e-02,-0.016,-0.0184
4.17472e-02,-0.016,-0.0152
4.17488e-02,-0.0168,-0.0184
4.17504e-02,-0.0168,-0.0152
4.17520e-02,-0.0176,-0.0184
4.17536e-02,-0.0176,-0.0152
4.17552e-02,-0.0168,-0.0184
4.17568e-02,-0.016,-0.0152
4.17584e-02,-0.0168,-0.0184
4.17600e-02,-0.016,-0.0152
4.17616e-02,-0.0168,-0.0184
4.17632e-02,-0.0168,-0.0144
4.17648e-02,-0.016,-0.0184
4.17664e-02,-0.0168,-0.0144
4.17680e-02,-0.0168,-0.0184
4.17696e-02,-0.016,-0.0152
4.17712e-02,-0.016,-0.0184
4.17728e-02,-0.016,-0.0144
4.17744e-02,-0.0168,-0.0184
4.17760e-02,-0.0168,-0.0152
4.17776e-02,-0.0168,-0.0184
4.17792e-02,-0.016,-0.0152
4.17808e-02,-0.016,-0.0184
4.17824e-02,-0.0168,-0.0152
4.17840e-02,-0.0168,-0.0184
4.17856e-02,-0.0168,-0.0152
